invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total
5110,walm072,lancaster,fashion accessories,33,3,2023-12-10 00:00:00,16:57:00,credit card,5,0.33,99
5111,walm069,rockwall,home and lifestyle,62,3,2020-08-31 00:00:00,17:16:00,credit card,9,0.33,186
5112,walm090,brownwood,fashion accessories,29,1,2021-09-21 00:00:00,17:22:00,credit card,7,0.33,29
5113,walm023,midland,home and lifestyle,29,2,2020-08-16 00:00:00,18:29:00,credit card,5,0.48,58
5114,walm051,new braunfels,fashion accessories,36,1,2022-08-27 00:00:00,20:31:00,credit card,7,0.57,36
5115,walm060,desoto,home and lifestyle,65,1,2023-08-04 00:00:00,17:11:00,credit card,6,0.33,65
5116,walm083,farmers branch,fashion accessories,28,3,2022-12-14 00:00:00,19:44:00,credit card,7,0.33,84
5117,walm028,odessa,home and lifestyle,71,3,2020-12-09 00:00:00,18:22:00,credit card,5,0.48,213
5118,walm061,cedar park,fashion accessories,19,1,2021-11-08 00:00:00,19:31:00,credit card,5,0.33,19
5119,walm017,mckinney,home and lifestyle,33,1,2022-12-03 00:00:00,19:11:00,credit card,9,0.48,33
5120,walm047,flower mound,fashion accessories,43,1,2023-08-14 00:00:00,16:39:00,credit card,4,0.48,43
5121,walm093,angleton,home and lifestyle,59,1,2022-09-06 00:00:00,18:19:00,credit card,7,0.33,59
5122,walm090,brownwood,fashion accessories,30,2,2022-12-05 00:00:00,15:16:00,credit card,6,0.33,60
5123,walm085,kerrville,home and lifestyle,62,1,2022-08-21 00:00:00,19:11:00,credit card,4,0.33,62
5124,walm085,kerrville,fashion accessories,68,1,2020-08-13 00:00:00,16:01:00,credit card,7,0.33,68
5125,walm034,college station,home and lifestyle,38,1,2023-08-26 00:00:00,15:02:00,credit card,8,0.48,38
5126,walm020,killeen,fashion accessories,48,2,2021-12-28 00:00:00,19:16:00,credit card,5,0.48,96
5127,walm023,midland,home and lifestyle,78,1,2021-12-04 00:00:00,19:11:00,credit card,5,0.48,78
5128,walm076,huntsville,fashion accessories,37,1,2022-11-09 00:00:00,17:09:00,credit card,6,0.33,37
5129,walm100,canyon,home and lifestyle,61,3,2020-10-10 00:00:00,20:25:00,credit card,4,0.18,183
5130,walm091,little elm,fashion accessories,32,3,2021-12-25 00:00:00,15:49:00,credit card,4,0.33,96
5131,walm088,cleburne,home and lifestyle,65,1,2022-11-02 00:00:00,18:10:00,credit card,8,0.33,65
5132,walm026,denton,fashion accessories,20,2,2021-10-03 00:00:00,20:25:00,credit card,8,0.48,40
5133,walm072,lancaster,home and lifestyle,42,1,2022-11-13 00:00:00,20:36:00,credit card,7,0.33,42
5134,walm096,eagle pass,fashion accessories,54,2,2023-12-28 00:00:00,19:49:00,credit card,5,0.18,108
5135,walm012,garland,home and lifestyle,24,2,2020-09-21 00:00:00,16:43:00,credit card,7,0.48,48
5136,walm095,big spring,fashion accessories,38,3,2021-08-15 00:00:00,15:12:00,credit card,4,0.33,114
5137,walm095,big spring,home and lifestyle,22,2,2021-10-01 00:00:00,20:48:00,credit card,8,0.33,44
5138,walm014,amarillo,fashion accessories,43,3,2023-10-13 00:00:00,15:10:00,credit card,4,0.48,129
5139,walm081,friendswood,home and lifestyle,75,3,2022-11-22 00:00:00,19:14:00,credit card,6,0.33,225
5140,walm052,mansfield,fashion accessories,25,2,2023-11-09 00:00:00,19:36:00,credit card,5,0.57,50
5141,walm020,killeen,home and lifestyle,35,3,2022-08-09 00:00:00,19:23:00,credit card,6,0.48,105
5142,walm072,lancaster,fashion accessories,62,2,2023-11-15 00:00:00,16:25:00,credit card,5,0.33,124
5143,walm012,garland,home and lifestyle,62,1,2021-09-22 00:00:00,18:55:00,credit card,4,0.48,62
5144,walm057,euless,fashion accessories,20,2,2022-10-01 00:00:00,19:28:00,credit card,8,0.33,40
5145,walm023,midland,home and lifestyle,25,3,2023-08-14 00:00:00,17:02:00,credit card,9,0.48,75
5146,walm020,killeen,fashion accessories,69,3,2021-10-10 00:00:00,19:02:00,credit card,8,0.48,207
5147,walm006,el paso,home and lifestyle,48,3,2023-09-19 00:00:00,15:30:00,credit card,5,0.48,144
5148,walm033,pearland,fashion accessories,59,3,2022-08-20 00:00:00,20:40:00,credit card,5,0.48,177
5149,walm005,fort worth,home and lifestyle,49,3,2022-08-30 00:00:00,17:45:00,credit card,7,0.48,147
5150,walm027,abilene,fashion accessories,17,2,2021-11-11 00:00:00,16:14:00,credit card,9,0.48,34
5151,walm004,austin,home and lifestyle,55,1,2020-10-19 00:00:00,15:04:00,credit card,7,0.48,55
5152,walm005,fort worth,fashion accessories,24,2,2023-10-03 00:00:00,18:27:00,credit card,4,0.48,48
5153,walm091,little elm,home and lifestyle,32,1,2020-08-26 00:00:00,15:32:00,credit card,7,0.33,32
5154,walm011,lubbock,fashion accessories,29,2,2021-09-04 00:00:00,15:42:00,credit card,4,0.48,58
5155,walm024,carrollton,home and lifestyle,42,1,2022-08-22 00:00:00,20:32:00,credit card,6,0.48,42
5156,walm017,mckinney,fashion accessories,67,3,2020-09-28 00:00:00,17:29:00,credit card,8,0.48,201
5157,walm060,desoto,home and lifestyle,79,1,2020-10-13 00:00:00,17:16:00,credit card,5,0.33,79
5158,walm070,hurst,fashion accessories,53,3,2023-10-11 00:00:00,20:49:00,credit card,4,0.33,159
5159,walm060,desoto,home and lifestyle,51,3,2023-08-15 00:00:00,15:20:00,credit card,7,0.33,153
5160,walm026,denton,fashion accessories,83,3,2023-10-03 00:00:00,15:47:00,credit card,6,0.48,249
5161,walm006,el paso,home and lifestyle,78,2,2022-11-26 00:00:00,19:20:00,credit card,4,0.48,156
5162,walm098,mineral wells,fashion accessories,46,2,2021-08-25 00:00:00,16:25:00,credit card,6,0.18,92
5163,walm028,odessa,home and lifestyle,69,2,2023-08-13 00:00:00,19:03:00,credit card,9,0.48,138
5164,walm014,amarillo,fashion accessories,49,1,2022-08-17 00:00:00,15:43:00,credit card,7,0.48,49
5165,walm045,missouri city,home and lifestyle,16,3,2021-09-23 00:00:00,16:21:00,credit card,9,0.48,48
5166,walm015,grand prairie,fashion accessories,62,2,2023-09-29 00:00:00,16:21:00,credit card,5,0.48,124
5167,walm015,grand prairie,home and lifestyle,69,2,2022-08-01 00:00:00,20:39:00,credit card,8,0.48,138
5168,walm021,mcallen,fashion accessories,39,1,2023-12-14 00:00:00,18:58:00,credit card,4,0.48,39
5169,walm012,garland,home and lifestyle,32,2,2022-10-19 00:00:00,17:30:00,credit card,8,0.48,64
5170,walm037,league city,fashion accessories,69,1,2022-10-01 00:00:00,15:05:00,credit card,4,0.48,69
5171,walm062,galveston,home and lifestyle,28,2,2020-12-01 00:00:00,18:19:00,credit card,8,0.33,56
5172,walm034,college station,fashion accessories,43,3,2021-10-25 00:00:00,18:29:00,credit card,9,0.48,129
5173,walm034,college station,home and lifestyle,83,1,2020-08-29 00:00:00,18:37:00,credit card,9,0.48,83
5174,walm060,desoto,fashion accessories,47,2,2023-09-25 00:00:00,18:30:00,credit card,5,0.33,94
5175,walm060,desoto,home and lifestyle,43,1,2020-11-20 00:00:00,17:15:00,credit card,5,0.33,43
5176,walm027,abilene,fashion accessories,84,3,2023-09-21 00:00:00,18:49:00,credit card,8,0.48,252
5177,walm036,allen,home and lifestyle,64,2,2020-11-01 00:00:00,17:00:00,credit card,7,0.48,128
5178,walm002,dallas,fashion accessories,78,1,2021-12-19 00:00:00,20:44:00,credit card,5,0.36,78
5179,walm092,lake jackson,home and lifestyle,55,3,2022-11-25 00:00:00,19:56:00,credit card,7,0.33,165
5180,walm007,arlington,fashion accessories,76,2,2023-10-21 00:00:00,18:37:00,credit card,6,0.48,152
5181,walm023,midland,home and lifestyle,34,1,2021-09-30 00:00:00,19:50:00,credit card,5,0.48,34
5182,walm019,pasadena,fashion accessories,44,2,2021-08-12 00:00:00,19:26:00,credit card,5,0.48,88
5183,walm041,mission,home and lifestyle,49,3,2021-09-14 00:00:00,20:19:00,ewallet,6,0.48,147
5184,walm027,abilene,fashion accessories,23,3,2021-08-03 00:00:00,15:02:00,credit card,5,0.48,69
5185,walm043,baytown,home and lifestyle,63,2,2022-08-02 00:00:00,18:50:00,credit card,6,0.48,126
5186,walm063,georgetown,fashion accessories,60,3,2023-11-02 00:00:00,18:14:00,credit card,4,0.33,180
5187,walm004,austin,home and lifestyle,84,2,2023-12-29 00:00:00,17:10:00,credit card,8,0.48,168
5188,walm063,georgetown,fashion accessories,85,3,2023-12-24 00:00:00,16:41:00,credit card,7,0.33,255
5189,walm071,lufkin,home and lifestyle,16,1,2020-12-10 00:00:00,19:34:00,credit card,9,0.33,16
5190,walm001,houston,fashion accessories,54,1,2023-11-10 00:00:00,20:36:00,credit card,9,0.36,54
5191,walm048,harlingen,home and lifestyle,81,2,2021-10-08 00:00:00,18:42:00,credit card,5,0.48,162
5192,walm023,midland,fashion accessories,38,2,2021-09-08 00:00:00,17:25:00,credit card,8,0.48,76
5193,walm047,flower mound,home and lifestyle,40,3,2021-11-26 00:00:00,15:34:00,credit card,5,0.48,120
5194,walm092,lake jackson,fashion accessories,71,1,2023-09-27 00:00:00,15:11:00,credit card,6,0.33,71
5195,walm019,pasadena,home and lifestyle,24,1,2020-09-17 00:00:00,17:25:00,credit card,6,0.48,24
5196,walm059,pflugerville,fashion accessories,68,1,2022-08-06 00:00:00,20:58:00,credit card,8,0.33,68
5197,walm024,carrollton,home and lifestyle,16,3,2022-11-30 00:00:00,19:00:00,credit card,6,0.48,48
5198,walm072,lancaster,fashion accessories,29,2,2021-09-05 00:00:00,16:07:00,credit card,5,0.33,58
5199,walm041,mission,home and lifestyle,21,1,2021-12-03 00:00:00,20:31:00,ewallet,4,0.48,21
5200,walm005,fort worth,fashion accessories,68,3,2023-09-17 00:00:00,20:47:00,credit card,8,0.48,204
5201,walm083,farmers branch,home and lifestyle,47,2,2020-08-03 00:00:00,16:36:00,credit card,5,0.33,94
5202,walm017,mckinney,fashion accessories,29,3,2023-11-30 00:00:00,20:09:00,credit card,4,0.48,87
5203,walm090,brownwood,home and lifestyle,48,3,2022-09-28 00:00:00,17:27:00,credit card,5,0.33,144
5204,walm068,burleson,fashion accessories,84,2,2021-12-08 00:00:00,20:20:00,credit card,5,0.33,168
5205,walm058,port arthur,home and lifestyle,80,2,2021-08-25 00:00:00,17:23:00,credit card,8,0.33,160
5206,walm006,el paso,fashion accessories,76,2,2021-12-17 00:00:00,15:27:00,credit card,7,0.48,152
5207,walm010,laredo,home and lifestyle,74,1,2021-12-02 00:00:00,19:28:00,credit card,6,0.48,74
5208,walm057,euless,fashion accessories,76,1,2021-09-10 00:00:00,16:41:00,credit card,8,0.33,76
5209,walm042,bryan,home and lifestyle,28,3,2023-08-28 00:00:00,16:28:00,credit card,9,0.48,84
5210,walm002,dallas,fashion accessories,36,1,2021-08-13 00:00:00,15:47:00,credit card,7,0.36,36
5211,walm048,harlingen,home and lifestyle,37,2,2021-08-21 00:00:00,15:40:00,credit card,9,0.48,74
5212,walm005,fort worth,fashion accessories,24,1,2023-08-30 00:00:00,20:43:00,credit card,8,0.48,24
5213,walm076,huntsville,home and lifestyle,44,1,2021-10-27 00:00:00,17:59:00,credit card,4,0.33,44
5214,walm018,frisco,fashion accessories,34,2,2021-11-23 00:00:00,18:39:00,credit card,7,0.48,68
5215,walm024,carrollton,home and lifestyle,41,2,2022-08-21 00:00:00,16:32:00,credit card,6,0.48,82
5216,walm061,cedar park,fashion accessories,84,2,2020-11-26 00:00:00,15:43:00,credit card,8,0.33,168
5217,walm031,lewisville,home and lifestyle,36,2,2022-11-08 00:00:00,17:50:00,credit card,6,0.48,72
5218,walm079,la porte,fashion accessories,30,1,2023-11-21 00:00:00,20:35:00,credit card,8,0.33,30
5219,walm057,euless,home and lifestyle,23,1,2022-12-06 00:00:00,15:43:00,credit card,6,0.33,23
5220,walm066,grapevine,fashion accessories,25,1,2023-10-07 00:00:00,17:24:00,credit card,9,0.33,25
5221,walm051,new braunfels,home and lifestyle,19,1,2020-08-13 00:00:00,18:04:00,credit card,4,0.48,19
5222,walm015,grand prairie,fashion accessories,80,3,2021-11-07 00:00:00,19:48:00,credit card,4,0.48,240
5223,walm100,canyon,home and lifestyle,40,1,2022-11-16 00:00:00,17:49:00,credit card,8,0.18,40
5224,walm068,burleson,fashion accessories,80,1,2022-10-17 00:00:00,15:39:00,credit card,8,0.33,80
5225,walm080,nacogdoches,home and lifestyle,55,3,2021-11-09 00:00:00,15:49:00,credit card,7,0.33,165
5226,walm042,bryan,fashion accessories,51,3,2022-11-16 00:00:00,17:06:00,credit card,9,0.48,153
5227,walm005,fort worth,home and lifestyle,47,2,2023-08-30 00:00:00,18:52:00,credit card,5,0.48,94
5228,walm048,harlingen,fashion accessories,82,2,2020-08-17 00:00:00,19:54:00,credit card,8,0.48,164
5229,walm004,austin,home and lifestyle,70,3,2022-08-29 00:00:00,18:15:00,credit card,7,0.48,210
5230,walm043,baytown,fashion accessories,63,3,2020-11-25 00:00:00,19:09:00,credit card,7,0.48,189
5231,walm030,richardson,home and lifestyle,27,2,2022-09-06 00:00:00,18:23:00,credit card,4,0.48,54
5232,walm092,lake jackson,fashion accessories,29,1,2020-10-09 00:00:00,20:51:00,credit card,8,0.33,29
5233,walm005,fort worth,home and lifestyle,47,3,2020-11-14 00:00:00,17:37:00,credit card,8,0.48,141
5234,walm015,grand prairie,fashion accessories,80,3,2022-12-20 00:00:00,20:16:00,credit card,9,0.48,240
5235,walm052,mansfield,home and lifestyle,57,2,2020-12-05 00:00:00,19:53:00,credit card,4,0.57,114
5236,walm045,missouri city,fashion accessories,47,1,2022-12-07 00:00:00,18:43:00,credit card,6,0.48,47
5237,walm059,pflugerville,home and lifestyle,42,1,2021-08-25 00:00:00,19:50:00,credit card,4,0.33,42
5238,walm064,bedford,fashion accessories,73,2,2022-12-27 00:00:00,16:57:00,credit card,4,0.33,146
5239,walm069,rockwall,home and lifestyle,25,3,2022-10-25 00:00:00,19:54:00,credit card,6,0.33,75
5240,walm051,new braunfels,fashion accessories,19,2,2022-11-07 00:00:00,16:04:00,credit card,6,0.57,38
5241,walm002,dallas,home and lifestyle,20,2,2023-11-23 00:00:00,15:41:00,credit card,7,0.36,40
5242,walm068,burleson,fashion accessories,82,1,2021-08-19 00:00:00,18:07:00,credit card,3,0.33,82
5243,walm022,mesquite,home and lifestyle,49,1,2021-10-15 00:00:00,19:38:00,credit card,6,0.48,49
5244,walm043,baytown,fashion accessories,67,1,2021-09-24 00:00:00,18:07:00,credit card,3,0.48,67
5245,walm078,del rio,home and lifestyle,24,2,2023-11-13 00:00:00,15:55:00,credit card,7,0.33,48
5246,walm001,houston,fashion accessories,54,3,2020-09-28 00:00:00,17:12:00,credit card,6,0.36,162
5247,walm060,desoto,home and lifestyle,81,1,2020-08-23 00:00:00,15:48:00,credit card,5,0.33,81
5248,walm061,cedar park,fashion accessories,45,3,2022-09-11 00:00:00,16:52:00,credit card,5,0.33,135
5249,walm026,denton,home and lifestyle,74,2,2021-09-06 00:00:00,19:02:00,credit card,7,0.48,148
5250,walm026,denton,fashion accessories,43,3,2022-12-25 00:00:00,19:14:00,credit card,7,0.48,129
5251,walm058,port arthur,home and lifestyle,62,3,2023-08-02 00:00:00,15:51:00,credit card,6,0.33,186
5252,walm068,burleson,fashion accessories,79,1,2020-11-09 00:00:00,17:01:00,credit card,7,0.33,79
5253,walm037,league city,home and lifestyle,29,3,2022-12-06 00:00:00,17:53:00,credit card,7,0.48,87
5254,walm015,grand prairie,fashion accessories,19,1,2023-12-23 00:00:00,15:48:00,credit card,6,0.48,19
5255,walm071,lufkin,home and lifestyle,17,2,2023-12-21 00:00:00,19:37:00,credit card,5,0.33,34
5256,walm008,corpus christi,fashion accessories,82,1,2023-12-20 00:00:00,19:16:00,credit card,4,0.48,82
5257,walm053,conroe,home and lifestyle,59,1,2022-12-15 00:00:00,17:47:00,credit card,6,0.57,59
5258,walm088,cleburne,fashion accessories,49,2,2022-11-01 00:00:00,17:57:00,credit card,5,0.33,98
5259,walm037,league city,home and lifestyle,29,2,2022-10-11 00:00:00,18:15:00,credit card,5,0.48,58
5260,walm040,edinburg,fashion accessories,32,2,2021-08-25 00:00:00,20:45:00,credit card,6,0.48,64
5261,walm078,del rio,home and lifestyle,63,3,2022-11-04 00:00:00,20:38:00,credit card,4,0.33,189
5262,walm019,pasadena,fashion accessories,27,1,2021-11-24 00:00:00,19:25:00,credit card,3,0.48,27
5263,walm013,irving,home and lifestyle,51,1,2022-11-24 00:00:00,19:27:00,credit card,6,0.48,51
5264,walm059,pflugerville,fashion accessories,75,2,2020-11-26 00:00:00,18:59:00,credit card,7,0.33,150
5265,walm093,angleton,home and lifestyle,50,2,2022-11-19 00:00:00,15:02:00,credit card,7,0.33,100
5266,walm092,lake jackson,fashion accessories,15,1,2021-11-23 00:00:00,15:05:00,credit card,6,0.33,15
5267,walm018,frisco,home and lifestyle,74,1,2021-11-18 00:00:00,19:22:00,credit card,5,0.48,74
5268,walm001,houston,fashion accessories,41,2,2022-12-15 00:00:00,16:27:00,credit card,3,0.36,82
5269,walm037,league city,home and lifestyle,40,2,2021-11-25 00:00:00,15:54:00,credit card,5,0.48,80
5270,walm053,conroe,fashion accessories,47,2,2022-12-01 00:00:00,18:23:00,credit card,5,0.21,94
5271,walm061,cedar park,home and lifestyle,73,1,2020-11-06 00:00:00,16:40:00,credit card,5,0.33,73
5272,walm052,mansfield,fashion accessories,42,3,2021-12-28 00:00:00,18:01:00,credit card,6,0.57,126
5273,walm010,laredo,home and lifestyle,67,1,2021-12-03 00:00:00,19:00:00,credit card,3,0.48,67
5274,walm047,flower mound,fashion accessories,77,2,2022-11-25 00:00:00,19:41:00,credit card,6,0.48,154
5275,walm044,pharr,home and lifestyle,53,3,2020-12-06 00:00:00,17:31:00,credit card,5,0.48,159
5276,walm008,corpus christi,fashion accessories,56,2,2023-12-23 00:00:00,20:14:00,credit card,5,0.48,112
5277,walm004,austin,home and lifestyle,42,1,2020-12-12 00:00:00,18:25:00,credit card,5,0.48,42
5278,walm062,galveston,fashion accessories,66,2,2020-11-14 00:00:00,17:00:00,credit card,7,0.33,132
5279,walm017,mckinney,home and lifestyle,85,1,2022-12-15 00:00:00,20:10:00,credit card,7,0.48,85
5280,walm028,odessa,fashion accessories,47,1,2020-12-06 00:00:00,19:41:00,credit card,4,0.48,47
5281,walm007,arlington,home and lifestyle,28,3,2023-11-21 00:00:00,18:17:00,credit card,4,0.48,84
5282,walm041,mission,fashion accessories,37,3,2020-11-12 00:00:00,17:31:00,ewallet,7,0.48,111
5283,walm095,big spring,home and lifestyle,38,1,2020-11-21 00:00:00,15:17:00,credit card,6,0.33,38
5284,walm072,lancaster,fashion accessories,38,3,2022-12-04 00:00:00,19:15:00,credit card,7,0.33,114
5285,walm060,desoto,home and lifestyle,50,2,2020-12-28 00:00:00,20:52:00,credit card,7,0.33,100
5286,walm071,lufkin,fashion accessories,22,1,2020-12-11 00:00:00,20:25:00,credit card,4,0.33,22
5287,walm062,galveston,home and lifestyle,45,3,2023-11-22 00:00:00,20:03:00,credit card,6,0.33,135
5288,walm009,plano,fashion accessories,29,1,2023-11-12 00:00:00,16:02:00,credit card,6,0.48,29
5289,walm039,longview,home and lifestyle,22,1,2023-12-06 00:00:00,17:14:00,credit card,5,0.48,22
5290,walm005,fort worth,fashion accessories,39,1,2022-11-01 00:00:00,20:05:00,credit card,5,0.48,39
5291,walm037,league city,home and lifestyle,15,3,2021-11-30 00:00:00,16:28:00,credit card,7,0.48,45
5292,walm008,corpus christi,fashion accessories,31,2,2022-11-08 00:00:00,19:25:00,credit card,5,0.48,62
5293,walm063,georgetown,home and lifestyle,47,1,2022-11-17 00:00:00,15:32:00,credit card,4,0.33,47
5294,walm036,allen,fashion accessories,24,3,2020-12-23 00:00:00,18:53:00,credit card,3,0.48,72
5295,walm040,edinburg,home and lifestyle,71,3,2022-12-18 00:00:00,19:48:00,credit card,7,0.48,213
5296,walm048,harlingen,fashion accessories,63,3,2021-11-29 00:00:00,20:52:00,credit card,5,0.48,189
5297,walm090,brownwood,home and lifestyle,79,3,2023-12-16 00:00:00,19:24:00,credit card,6,0.33,237
5298,walm081,friendswood,fashion accessories,17,3,2022-12-15 00:00:00,18:32:00,credit card,4,0.33,51
5299,walm022,mesquite,home and lifestyle,24,2,2020-11-18 00:00:00,19:40:00,credit card,3,0.48,48
5300,walm051,new braunfels,fashion accessories,73,3,2021-11-15 00:00:00,18:52:00,credit card,7,0.57,219
5301,walm062,galveston,home and lifestyle,30,3,2023-12-15 00:00:00,17:40:00,credit card,6,0.33,90
5302,walm083,farmers branch,fashion accessories,55,2,2021-12-11 00:00:00,18:10:00,credit card,5,0.33,110
5303,walm010,laredo,home and lifestyle,83,2,2023-11-24 00:00:00,16:14:00,credit card,7,0.48,166
5304,walm088,cleburne,fashion accessories,62,2,2021-11-28 00:00:00,15:12:00,credit card,3,0.33,124
5305,walm028,odessa,home and lifestyle,23,1,2023-11-30 00:00:00,18:15:00,credit card,4,0.48,23
5306,walm057,euless,fashion accessories,16,1,2021-11-11 00:00:00,18:19:00,credit card,7,0.33,16
5307,walm048,harlingen,home and lifestyle,82,2,2022-11-23 00:00:00,19:21:00,credit card,3,0.48,164
5308,walm017,mckinney,fashion accessories,18,1,2022-11-23 00:00:00,18:31:00,credit card,6,0.48,18
5309,walm045,missouri city,home and lifestyle,23,1,2023-12-17 00:00:00,16:20:00,credit card,5,0.48,23
5310,walm067,haltom city,fashion accessories,79,2,2023-12-01 00:00:00,17:09:00,credit card,3,0.33,158
5311,walm048,harlingen,home and lifestyle,40,1,2021-11-11 00:00:00,18:59:00,credit card,5,0.48,40
5312,walm098,mineral wells,fashion accessories,71,1,2020-12-11 00:00:00,15:09:00,credit card,4,0.18,71
5313,walm037,league city,home and lifestyle,79,1,2022-11-26 00:00:00,18:23:00,credit card,6,0.48,79
5314,walm100,canyon,fashion accessories,25,2,2023-11-15 00:00:00,17:04:00,credit card,5,0.18,50
5315,walm001,houston,home and lifestyle,22,2,2023-12-08 00:00:00,15:17:00,credit card,5,0.36,44
5316,walm060,desoto,fashion accessories,34,3,2023-11-15 00:00:00,20:17:00,credit card,6,0.33,102
5317,walm053,conroe,home and lifestyle,15,2,2023-12-26 00:00:00,15:12:00,credit card,3,0.57,30
5318,walm048,harlingen,fashion accessories,56,2,2020-11-07 00:00:00,17:19:00,credit card,5,0.48,112
5319,walm036,allen,home and lifestyle,60,1,2022-12-02 00:00:00,19:21:00,credit card,4,0.48,60
5320,walm030,richardson,fashion accessories,71,1,2021-11-12 00:00:00,16:02:00,credit card,5,0.48,71
5321,walm026,denton,home and lifestyle,81,1,2022-12-10 00:00:00,18:35:00,credit card,3,0.48,81
5322,walm090,brownwood,fashion accessories,28,2,2020-12-22 00:00:00,20:16:00,credit card,6,0.33,56
5323,walm042,bryan,home and lifestyle,81,1,2023-11-23 00:00:00,19:31:00,credit card,4,0.48,81
5324,walm064,bedford,fashion accessories,15,1,2020-11-09 00:00:00,18:13:00,credit card,4,0.33,15
5325,walm045,missouri city,home and lifestyle,31,3,2020-12-29 00:00:00,16:20:00,credit card,5,0.48,93
5326,walm043,baytown,fashion accessories,41,2,2022-12-18 00:00:00,17:23:00,credit card,7,0.48,82
5327,walm045,missouri city,home and lifestyle,20,1,2021-12-18 00:00:00,15:51:00,credit card,5,0.48,20
5328,walm058,port arthur,fashion accessories,51,3,2020-12-13 00:00:00,16:14:00,credit card,7,0.33,153
5329,walm024,carrollton,home and lifestyle,63,2,2020-12-29 00:00:00,15:55:00,credit card,5,0.48,126
5330,walm028,odessa,fashion accessories,59,2,2021-12-28 00:00:00,19:46:00,credit card,7,0.48,118
5331,walm028,odessa,home and lifestyle,75,3,2023-11-16 00:00:00,18:17:00,credit card,3,0.48,225
5332,walm049,north richland hills,fashion accessories,71,3,2021-12-14 00:00:00,17:59:00,credit card,3,0.48,213
5333,walm037,league city,home and lifestyle,79,2,2020-12-12 00:00:00,17:32:00,credit card,4,0.48,158
5334,walm061,cedar park,fashion accessories,60,2,2023-11-24 00:00:00,15:32:00,credit card,5,0.33,120
5335,walm062,galveston,home and lifestyle,85,3,2022-11-08 00:00:00,17:26:00,credit card,7,0.33,255
5336,walm023,midland,fashion accessories,31,1,2023-12-07 00:00:00,15:40:00,credit card,6,0.48,31
5337,walm033,pearland,home and lifestyle,61,1,2023-11-29 00:00:00,20:18:00,credit card,3,0.48,61
5338,walm021,mcallen,fashion accessories,28,1,2022-11-24 00:00:00,19:22:00,credit card,6,0.48,28
5339,walm096,eagle pass,home and lifestyle,54,1,2022-12-26 00:00:00,15:17:00,credit card,4,0.18,54
5340,walm006,el paso,fashion accessories,57,2,2020-11-10 00:00:00,15:58:00,credit card,6,0.48,114
5341,walm094,alamo,home and lifestyle,36,2,2021-12-29 00:00:00,19:22:00,credit card,4,0.33,72
5342,walm070,hurst,fashion accessories,83,2,2023-12-22 00:00:00,17:22:00,credit card,5,0.33,166
5343,walm063,georgetown,home and lifestyle,42,1,2020-11-04 00:00:00,19:46:00,credit card,5,0.33,42
5344,walm013,irving,fashion accessories,53,2,2020-12-02 00:00:00,15:39:00,credit card,3,0.48,106
5345,walm012,garland,home and lifestyle,27,3,2023-12-17 00:00:00,20:47:00,credit card,7,0.48,81
5346,walm039,longview,fashion accessories,43,2,2021-12-08 00:00:00,20:46:00,credit card,5,0.48,86
5347,walm066,grapevine,home and lifestyle,57,2,2020-11-25 00:00:00,20:18:00,credit card,3,0.33,114
5348,walm019,pasadena,fashion accessories,63,3,2021-12-10 00:00:00,16:50:00,credit card,4,0.48,189
5349,walm066,grapevine,home and lifestyle,18,3,2022-11-05 00:00:00,16:22:00,credit card,6,0.33,54
5350,walm028,odessa,fashion accessories,62,2,2023-12-16 00:00:00,20:10:00,credit card,6,0.48,124
5351,walm088,cleburne,home and lifestyle,20,2,2022-11-28 00:00:00,16:08:00,credit card,3,0.33,40
5352,walm048,harlingen,fashion accessories,53,2,2022-11-07 00:00:00,18:34:00,credit card,5,0.48,106
5353,walm092,lake jackson,home and lifestyle,73,1,2021-11-27 00:00:00,15:19:00,credit card,6,0.33,73
5354,walm002,dallas,fashion accessories,84,3,2022-12-02 00:00:00,20:50:00,credit card,5,0.36,252
5355,walm009,plano,home and lifestyle,82,3,2021-12-11 00:00:00,16:42:00,credit card,5,0.48,246
5356,walm012,garland,fashion accessories,29,2,2023-12-02 00:00:00,19:34:00,credit card,3,0.48,58
5357,walm053,conroe,home and lifestyle,71,2,2022-12-29 00:00:00,20:13:00,credit card,4,0.57,142
5358,walm067,haltom city,fashion accessories,55,2,2021-12-07 00:00:00,16:56:00,credit card,7,0.33,110
5359,walm098,mineral wells,home and lifestyle,33,2,2020-12-28 00:00:00,16:13:00,credit card,4,0.18,66
5360,walm041,mission,fashion accessories,50,2,2020-12-18 00:00:00,20:05:00,ewallet,6,0.48,100
5361,walm096,eagle pass,home and lifestyle,44,1,2021-12-14 00:00:00,20:23:00,credit card,6,0.18,44
5362,walm053,conroe,fashion accessories,61,2,2022-11-02 00:00:00,15:50:00,credit card,5,0.21,122
5363,walm042,bryan,home and lifestyle,23,2,2022-11-18 00:00:00,17:21:00,credit card,4,0.48,46
5364,walm080,nacogdoches,fashion accessories,62,1,2020-12-18 00:00:00,17:23:00,credit card,5,0.33,62
5365,walm011,lubbock,home and lifestyle,80,3,2023-11-12 00:00:00,18:49:00,credit card,6,0.48,240
5366,walm010,laredo,fashion accessories,48,2,2023-11-18 00:00:00,20:55:00,credit card,7,0.48,96
5367,walm017,mckinney,home and lifestyle,45,3,2020-11-12 00:00:00,19:20:00,credit card,5,0.48,135
